freejoint_x,freejoint_y,freejoint_z,freejoint_rx,freejoint_ry,freejoint_rz,headr_x,headr_y,headr_z,lclaviclery,lclaviclerz,lfemurr_x,lfemurr_y,lfemurr_z,lfootrx,lfootrz,lhumerusr_x,lhumerusr_y,lhumerusr_z,lowerbackr_x,lowerbackr_y,lowerbackr_z,lowerneckr_x,lowerneckr_y,lowerneckr_z,lradiusrx,ltibiarx,ltoesrx,rclaviclery,rclaviclerz,rfemurr_x,rfemurr_y,rfemurr_z,rfootrx,rfootrz,rhumerusr_x,rhumerusr_y,rhumerusr_z,rradiusrx,rtibiarx,rtoesrx,thoraxr_x,thoraxr_y,thoraxr_z,upperbackry,upperbackrz,upperneckr_x,upperneckr_y,upperneckr_z
0.09986896,1.557516,0.283415,0.4468358,0.3346779,-0.06244989,0.09263693,-0.1016143,-0.1210661,0.2942651,-0.004589045,-2.863581,0.4630114,-0.4203634,-2.485642,1.547627,-1.370429,0.6462033,0.5337536,-0.0542698,-0.07022938,-0.1017446,0.4985163,-0.01018236,0.3261739,-1.211466,-0.7636395,0.01838487,-0.1172436,-0.3549986,3.253624,-0.1168716,-0.106062,-1.002087,0.03932321,1.668149,-0.4899398,-0.8366036,0.5271887,-1.611688,-0.02119089,0.2745541,0.6472712,-0.2974155,0.1934267,-0.175268,-0.1165696,0.02012417,-0.6433818
0.09450782,1.560231,0.267583,0.39328,0.3503741,-0.09771657,0.06447538,-0.07891607,-0.0005862539,0.3313859,0.00298417,-2.885591,0.5516559,-0.4129746,-2.44951,1.562176,-1.471588,0.6715296,0.4969623,-0.105716,-0.0553843,-0.09822191,0.461685,-0.04894994,0.2414751,-1.028179,-0.8724785,0.06747885,-0.129421,-0.3802525,3.264245,-0.1079706,-0.1308923,-0.9998081,0.09011739,1.688302,-0.4849271,-0.8827606,0.4687498,-1.751467,-0.02955541,0.2452793,0.6950632,-0.3148205,0.1752351,-0.1700721,-0.08279251,-0.007617224,-0.5671893
0.0919544,1.560025,0.2528376,0.3129842,0.3916723,-0.1590738,0.07154668,-0.1160714,-0.09945583,0.3610644,0.008628784,-2.926435,0.6450813,-0.4338894,-2.182045,1.583799,-1.622353,0.8042275,0.4496567,-0.1629192,-0.04539973,-0.1393171,0.4623728,0.02374298,0.3107946,-0.8453526,-1.001367,0.08034028,-0.1364176,-0.3859234,3.210246,-0.03968864,-0.1692742,-0.9943953,0.09539966,1.742446,-0.5049858,-0.9175442,0.4230524,-1.834044,-0.1092799,0.1990752,0.6321352,-0.3100107,0.2594372,-0.172792,-0.1133159,-0.007209234,-0.6126949
0.08702102,1.558708,0.2366715,0.271906,0.3923675,-0.2061077,0.05779221,-0.08668639,0.007970701,0.3820989,0.0158742,-2.933011,0.6999193,-0.4161295,-2.145223,1.571426,-1.707368,0.8251224,0.4093024,-0.1802431,-0.02369073,-0.1285031,0.4206778,-0.02067125,0.2385329,-0.7178287,-1.102273,0.1068022,-0.1344254,-0.3872215,3.213296,-0.02586801,-0.173587,-0.9733213,0.1461695,1.730738,-0.5369229,-0.9391961,0.470891,-1.94643,-0.1093069,0.1669251,0.687618,-0.3233001,0.2377958,-0.164354,-0.1009117,-0.02671936,-0.544529
0.08417141,1.555663,0.2227795,0.1853046,0.4182628,-0.2906984,0.03591443,-0.134613,-0.07852738,0.3936863,0.01608736,-2.962576,0.7227372,-0.4379166,-1.801741,1.492636,-1.81225,0.9256744,0.3577561,-0.2293485,0.004242672,-0.1529992,0.4030261,0.0417692,0.3121136,-0.6379675,-1.265896,0.09299246,-0.1433263,-0.3545775,3.112852,0.04735246,-0.1928046,-0.9431067,0.1620401,1.736518,-0.5881579,-0.9185644,0.6505673,-1.96483,-0.1923034,0.1229461,0.6337442,-0.3169178,0.334885,-0.1734658,-0.1134897,-0.02251429,-0.5808852
0.07960535,1.551461,0.2073811,0.155521,0.4117529,-0.3550116,0.04850263,-0.09068871,0.01512582,0.4023358,0.02378986,-2.926287,0.7167312,-0.4283573,-1.725315,1.471799,-1.870901,0.9426803,0.327482,-0.2219245,0.03571415,-0.1444848,0.3655937,-0.001782579,0.2570879,-0.6023518,-1.434685,0.0767179,-0.1291163,-0.3347379,3.087381,0.06412271,-0.1855423,-0.9003676,0.2114911,1.662648,-0.6809974,-0.9028289,0.9464843,-2.00856,-0.1853185,0.09123228,0.6939088,-0.3261704,0.3152093,-0.1606137,-0.123972,-0.03531134,-0.5179465
0.07716335,1.545546,0.1942209,0.0619621,0.4251817,-0.4367943,-0.004648749,-0.14957,-0.05813409,0.4061041,0.02220179,-2.947606,0.6598951,-0.4539883,-1.349625,1.345285,-1.942442,1.015308,0.2826113,-0.263807,0.06113181,-0.1653039,0.3492329,0.05802003,0.3377212,-0.6073813,-1.653623,0.03123469,-0.1387765,-0.2896435,2.934528,0.1237333,-0.1960934,-0.8565175,0.2260502,1.643358,-0.7417736,-0.8616031,1.278657,-1.94825,-0.3082486,0.04384284,0.6459522,-0.3121732,0.407022,-0.169585,-0.1309659,-0.02170516,-0.5418595
0.07323197,1.538956,0.179018,0.03895856,0.4141333,-0.4995405,0.03713651,-0.09237831,0.02440825,0.4084419,0.03175073,-2.8832,0.6093569,-0.44774,-1.286941,1.334316,-1.986697,1.027492,0.2610365,-0.2391981,0.09347029,-0.1627903,0.3131923,0.01347948,0.2987392,-0.6164843,-1.879555,-0.001273223,-0.1155435,-0.2659189,2.884499,0.1345655,-0.1857324,-0.8081527,0.268278,1.551925,-0.8582852,-0.8407127,1.664985,-1.935708,-0.2921263,0.01216938,0.7036512,-0.3142999,0.3785802,-0.1541226,-0.1525519,-0.03481007,-0.4790159
0.07125548,1.53026,0.1641337,-0.04370818,0.4093359,-0.545841,-0.04237156,-0.1622182,-0.03918931,0.4276437,0.0376174,-2.897819,0.4985521,-0.4634269,-0.9030274,1.216423,-2.022705,1.086243,0.2255394,-0.2581581,0.09976513,-0.1700518,0.302171,0.08765412,0.3852233,-0.6440804,-2.1174,-0.08169846,-0.1067615,-0.2234209,2.714573,0.1638228,-0.1852176,-0.7821435,0.265507,1.517742,-0.9098683,-0.8068745,2.026872,-1.821394,-0.4505106,-0.0402173,0.6453525,-0.3011478,0.4473534,-0.1638302,-0.1514382,-0.02599393,-0.4881931
0.06814074,1.522105,0.147248,-0.05884986,0.3900442,-0.586801,0.02621655,-0.0940364,0.03410235,0.4279111,0.05034658,-2.824082,0.4371692,-0.445334,-0.8759089,1.220837,-2.050256,1.094505,0.2119333,-0.222022,0.1252584,-0.1692666,0.2697778,0.0314291,0.3571258,-0.6591938,-2.358669,-0.1144651,-0.07072638,-0.2044767,2.653083,0.1633566,-0.1699937,-0.7562066,0.2900617,1.421827,-1.031293,-0.7918649,2.406075,-1.769936,-0.4188057,-0.06737816,0.6953377,-0.2973075,0.4015709,-0.1445397,-0.1802943,-0.03583427,-0.4277227
0.06684233,1.511952,0.1304744,-0.122995,0.3793382,-0.6046711,-0.06203346,-0.1699042,-0.02904996,0.441945,0.05525772,-2.821414,0.3245656,-0.4528327,-0.542452,1.110084,-2.07757,1.10712,0.1569185,-0.2210325,0.1117534,-0.1722345,0.2507938,0.1086243,0.4472999,-0.6465775,-2.59928,-0.1965271,-0.05921642,-0.1650845,2.491571,0.1559452,-0.1694496,-0.7570733,0.290941,1.431002,-1.003577,-0.7718081,2.636012,-1.630152,-0.5794548,-0.1142578,0.6236868,-0.2828171,0.4639964,-0.1602461,-0.1551008,-0.03771923,-0.427651
0.06460072,1.503227,0.1118959,-0.1202032,0.3630631,-0.628965,0.01909808,-0.09515199,0.03945118,0.4310281,0.05994946,-2.718456,0.2734671,-0.4319808,-0.54339,1.1296,-2.104201,1.066499,0.1141381,-0.1730909,0.1331027,-0.1799916,0.2232233,0.04366088,0.4283802,-0.6023921,-2.865756,-0.2055027,-0.02852148,-0.1552455,2.438787,0.1310176,-0.1606636,-0.7642607,0.3218872,1.411758,-1.031695,-0.7813886,2.805763,-1.553217,-0.5239918,-0.1253891,0.6647549,-0.2745969,0.4036625,-0.1415295,-0.1901286,-0.04101926,-0.3764429
0.06377137,1.493185,0.09405236,-0.1739068,0.3483647,-0.6301932,-0.06552394,-0.1702703,-0.02464294,0.424659,0.05900557,-2.698629,0.1834366,-0.4278435,-0.2819819,1.018826,-2.137986,1.032408,0.02836843,-0.1686774,0.1073673,-0.1785786,0.1931927,0.1165649,0.5167458,-0.5386592,-3.113565,-0.2679571,-0.02260699,-0.1105127,2.290646,0.09573749,-0.1590614,-0.7882808,0.3313653,1.485173,-0.9231395,-0.7655945,2.843164,-1.413135,-0.6688957,-0.1603415,0.5891519,-0.2653469,0.4642368,-0.159631,-0.1387604,-0.05675419,-0.3691265
0.06210961,1.484512,0.07434166,-0.1619745,0.328936,-0.6394247,0.01531214,-0.09460206,0.0402001,0.3991392,0.05658578,-2.58241,0.1499859,-0.3988512,-0.3157495,1.048415,-2.161209,0.9716333,-0.02812742,-0.1185631,0.125524,-0.1865331,0.1768666,0.04766431,0.4993328,-0.4724989,-3.38129,-0.2605802,0.006763052,-0.1033439,2.249295,0.05815158,-0.147745,-0.8179867,0.3596274,1.503535,-0.9132063,-0.7777479,2.887261,-1.335353,-0.5946186,-0.1593619,0.6260641,-0.2543523,0.3962483,-0.1401606,-0.1811123,-0.05281532,-0.3278863
0.06136736,1.475183,0.05572781,-0.2082746,0.3016242,-0.6236811,-0.0638625,-0.1643844,-0.02123889,0.3781877,0.05317262,-2.555916,0.08501431,-0.3744267,-0.09401194,0.9447496,-2.192025,0.9221388,-0.1204182,-0.1137123,0.09417947,-0.1755151,0.1421051,0.1191476,0.5784002,-0.3917143,-3.614484,-0.3052778,0.008788852,-0.05722599,2.122459,0.008469007,-0.1329973,-0.8563793,0.3640873,1.599136,-0.774326,-0.7572504,2.83296,-1.217051,-0.7252399,-0.1866547,0.5529473,-0.2548487,0.4500756,-0.1483862,-0.1129894,-0.07934415,-0.3149814
0.05999494,1.467055,0.03545067,-0.1918489,0.2724164,-0.6168466,0.01292178,-0.09055357,0.0382745,0.3428424,0.04623954,-2.439672,0.06827763,-0.3325849,-0.1487173,0.9825909,-2.206786,0.8568406,-0.1743125,-0.06556602,0.1096583,-0.1764179,0.1349089,0.04887591,0.5598139,-0.325372,-3.85877,-0.2886509,0.03412069,-0.05557436,2.095327,-0.03572691,-0.1106433,-0.8986396,0.3826402,1.628717,-0.7536047,-0.7671011,2.827692,-1.153664,-0.6387811,-0.1769141,0.5859166,-0.2408955,0.3792052,-0.1263933,-0.1602489,-0.06721489,-0.2845585
0.05920125,1.459097,0.01660454,-0.2324856,0.2310551,-0.5825992,-0.05927122,-0.152653,-0.02072137,0.3176108,0.03884571,-2.413993,0.02104084,-0.2906076,0.07431009,0.8867874,-2.226344,0.8040739,-0.2588275,-0.06332934,0.07032294,-0.157356,0.105797,0.1232489,0.6240422,-0.2488435,-4.060175,-0.3244252,0.03281076,-0.01922217,1.991319,-0.1007925,-0.08046985,-0.946287,0.3837154,1.726291,-0.605855,-0.7491057,2.727228,-1.061673,-0.7623532,-0.2003436,0.5153952,-0.24545,0.4276029,-0.1204494,-0.08733197,-0.1002638,-0.2669842
0.05791903,1.452054,-0.003514563,-0.2082181,0.1970915,-0.5626852,0.01064269,-0.08268395,0.03462841,0.2838165,0.03262472,-2.292557,0.01482896,-0.2433564,0.03594387,0.9122939,-2.217099,0.7285125,-0.2894579,-0.01489083,0.08636716,-0.1554704,0.1139037,0.0531406,0.6019866,-0.2264225,-4.279154,-0.2910523,0.0512812,-0.0243622,1.982087,-0.163706,-0.05309448,-0.9973527,0.4088505,1.771422,-0.5795077,-0.7596942,2.651376,-1.010161,-0.6792743,-0.188282,0.5431037,-0.2251,0.3561036,-0.09792598,-0.1387578,-0.08077798,-0.2443108
0.05676047,1.445608,-0.02222442,-0.2374426,0.1483155,-0.5117491,-0.05308795,-0.1365793,-0.01893744,0.2635345,0.02972189,-2.259154,-0.02963867,-0.1969365,0.2704918,0.7924187,-2.212609,0.6696701,-0.3464176,-0.01122787,0.04076611,-0.1282575,0.09111493,0.1312181,0.6492706,-0.1927832,-4.445581,-0.3009514,0.04934145,0.007785297,1.903186,-0.2537656,-0.01460231,-1.050651,0.4177717,1.883541,-0.4324669,-0.7402766,2.468675,-0.9352507,-0.8073231,-0.2059924,0.4720739,-0.2296301,0.3990229,-0.08923003,-0.063756,-0.1232209,-0.2195959
0.05530253,1.440023,-0.04177511,-0.2043602,0.1151672,-0.4849598,0.008330925,-0.07243199,0.03054295,0.2315704,0.02676475,-2.128763,-0.02870486,-0.1517096,0.2420439,0.8059948,-2.183999,0.5885404,-0.3513718,0.03648935,0.05880633,-0.1260798,0.1129047,0.06006016,0.6251682,-0.2112289,-4.63523,-0.2563214,0.06451802,0.00149381,1.908829,-0.3267465,0.01273814,-1.105822,0.4461833,1.938374,-0.4094018,-0.7430695,2.340165,-0.8869275,-0.7284433,-0.1903937,0.4964793,-0.2057309,0.3285545,-0.06754472,-0.1173383,-0.0956512,-0.205441
0.05353332,1.435388,-0.06018976,-0.2237983,0.06239462,-0.4247148,-0.046125,-0.1190424,-0.01739371,0.2096003,0.02854917,-2.091231,-0.0672271,-0.1064671,0.4575869,0.6763757,-2.171835,0.5296575,-0.3864309,0.03806551,0.01007496,-0.08746152,0.08670849,0.1362733,0.6551766,-0.1894475,-4.748662,-0.2410899,0.06300905,0.02951347,1.849146,-0.4244673,0.05754756,-1.156671,0.452518,2.04879,-0.2679527,-0.719067,2.132639,-0.821677,-0.8546888,-0.1974347,0.4271069,-0.208327,0.369499,-0.0650105,-0.03530915,-0.1471339,-0.1727784
0.0518469,1.431502,-0.07899437,-0.1833697,0.03342962,-0.3955925,0.006002052,-0.0606624,0.02562969,0.1770118,0.02759546,-1.955894,-0.05746333,-0.0686738,0.419024,0.6897715,-2.136849,0.4500898,-0.3743336,0.08337569,0.03034198,-0.08698709,0.1201789,0.06541951,0.6317217,-0.2232663,-4.89332,-0.1961381,0.07474601,0.02184177,1.866715,-0.4961903,0.08191191,-1.208326,0.4765242,2.099631,-0.2530766,-0.7153556,2.001583,-0.7742816,-0.7747254,-0.1773821,0.4501455,-0.1845501,0.3015129,-0.04343718,-0.09289638,-0.1125738,-0.168445
0.04955953,1.428998,-0.0967931,-0.198919,-0.01955706,-0.3326232,-0.03945852,-0.09912498,-0.01587612,0.1543577,0.03142474,-1.920618,-0.08443453,-0.02782087,0.6111032,0.5541511,-2.122548,0.3941349,-0.3926859,0.07719254,-0.01856607,-0.04073869,0.08956426,0.1378942,0.6454734,-0.2038429,-4.9509,-0.1614897,0.07105965,0.04399429,1.818863,-0.5910916,0.1290806,-1.250443,0.4762762,2.200009,-0.1237331,-0.6914493,1.804302,-0.7171545,-0.8914918,-0.1745657,0.3859916,-0.1851384,0.3397494,-0.04667373,-0.00618832,-0.1685546,-0.1294381
0.04770976,1.426869,-0.1146,-0.1542422,-0.03987283,-0.3060702,0.003474651,-0.0467713,0.0200057,0.1239386,0.03171518,-1.783117,-0.06685444,-0.002008337,0.5867925,0.5567737,-2.083802,0.324389,-0.3673455,0.1187,0.004160179,-0.04522066,0.1295339,0.0690801,0.6253106,-0.2518155,-5.051545,-0.1278686,0.07737385,0.03617074,1.84398,-0.6542727,0.1454052,-1.294408,0.4931388,2.247763,-0.1170988,-0.6856706,1.677042,-0.6692199,-0.8243898,-0.1521764,0.4079447,-0.1634581,0.2762454,-0.0263982,-0.06499668,-0.1286718,-0.1342657
0.04496897,1.426147,-0.1315135,-0.1682304,-0.08565529,-0.2489309,-0.03498735,-0.07783662,-0.01523197,0.1071159,0.03748993,-1.750253,-0.0834951,0.03052748,0.8190088,0.3869248,-2.06131,0.2820281,-0.3658459,0.1053669,-0.04189329,0.001252061,0.09396224,0.1373383,0.6263124,-0.2546323,-5.063099,-0.09046327,0.07228477,0.05380176,1.798267,-0.7324779,0.1867609,-1.329318,0.4818528,2.345684,-8.205125E-05,-0.6658073,1.465177,-0.6072108,-0.9723682,-0.1432144,0.3507688,-0.1621927,0.3113565,-0.03603511,0.02275001,-0.1849858,-0.08894578
0.04273168,1.425544,-0.1481538,-0.122224,-0.09296533,-0.2306342,-0.0001453907,-0.03112768,0.01427249,0.08175754,0.03838877,-1.611565,-0.06508259,0.04152683,0.8449032,0.365552,-2.018036,0.2286175,-0.3291056,0.1423142,-0.01713141,-0.0100318,0.1343556,0.0712401,0.6117718,-0.3231396,-5.129345,-0.07609827,0.07544721,0.04900179,1.822426,-0.7822631,0.1891634,-1.367801,0.4927818,2.395535,-0.001019564,-0.657347,1.325689,-0.5493078,-0.9354123,-0.1200476,0.372205,-0.1444076,0.25395,-0.01905558,-0.03537759,-0.1420163,-0.1018446
0.03928204,1.426316,-0.1643188,-0.134103,-0.1298788,-0.1807299,-0.03277668,-0.05576534,-0.01667539,0.07416896,0.04342029,-1.579654,-0.07604936,0.06406239,1.088001,0.1818845,-1.989667,0.1960242,-0.3148246,0.1247803,-0.06343261,0.03666084,0.09628779,0.1374717,0.6007599,-0.3367138,-5.102722,-0.03892921,0.07476007,0.06165471,1.776986,-0.8458874,0.2218066,-1.397963,0.4742861,2.482391,0.1005441,-0.6400334,1.116456,-0.4782276,-1.09607,-0.1075769,0.3218152,-0.1416976,0.2852815,-0.0356281,0.04797908,-0.1974206,-0.05028353
0.03642622,1.427208,-0.1799639,-0.08799261,-0.1256137,-0.1712918,-0.005588818,-0.01407242,0.008102098,0.05428654,0.0425289,-1.440546,-0.05851611,0.06288859,1.120353,0.1592865,-1.946956,0.1537711,-0.2739103,0.1569829,-0.03778297,0.02036878,0.1357148,0.07344803,0.5914506,-0.4088805,-5.142323,-0.03770993,0.0772035,0.05823193,1.799617,-0.8850816,0.2107048,-1.433071,0.4830593,2.525876,0.09151696,-0.6293361,0.9902771,-0.4123988,-1.063761,-0.08427308,0.3426939,-0.128632,0.2322202,-0.02034284,-0.009325383,-0.1520924,-0.07153977
0.03226371,1.429712,-0.1952103,-0.1010244,-0.1540202,-0.128171,-0.03049934,-0.03288064,-0.02106661,0.05170402,0.0435155,-1.411084,-0.06131909,0.07609394,1.32647,-0.02493585,-1.919865,0.125016,-0.256269,0.1319927,-0.08657384,0.06696361,0.09486055,0.1348801,0.5696681,-0.4203756,-5.088654,0.001208378,0.07906953,0.06757385,1.756541,-0.9398165,0.2339342,-1.458321,0.464236,2.598717,0.1791033,-0.6122505,0.8026993,-0.3428922,-1.210256,-0.06852607,0.2990772,-0.1246473,0.2616613,-0.04257241,0.06979066,-0.206307,-0.01467448
0.0287851,1.432119,-0.2098119,-0.05726849,-0.1402922,-0.1268095,-0.01200146,0.004001827,0.0007558987,0.0359485,0.03942107,-1.273545,-0.04415847,0.06538018,1.343173,-0.03886053,-1.881589,0.09101925,-0.2160886,0.1582485,-0.05991927,0.04681099,0.1340778,0.07387981,0.565305,-0.4888426,-5.111531,-0.007120447,0.07925415,0.06541305,1.779935,-0.9698513,0.2109627,-1.490192,0.4732131,2.633719,0.1629937,-0.6004784,0.701265,-0.2792557,-1.171638,-0.04664959,0.3189684,-0.1163249,0.2118424,-0.02764854,0.01330025,-0.1596661,-0.04406585
0.02364292,1.43618,-0.2237668,-0.08185787,-0.166987,-0.09065282,-0.03174959,-0.01139693,-0.02653211,0.03073634,0.03472977,-1.264788,-0.05630109,0.07289147,1.459525,-0.2305638,-1.866039,0.07348752,-0.2032509,0.1190952,-0.1097094,0.1009716,0.08881277,0.1267028,0.5353041,-0.4937708,-5.016527,0.02984185,0.08105664,0.07646996,1.729501,-1.013662,0.2323134,-1.507084,0.4488452,2.697551,0.2379084,-0.580047,0.5105778,-0.216965,-1.328981,-0.03257856,0.2831498,-0.11496,0.2403228,-0.05503397,0.09178153,-0.212404,0.0176422
0.01939838,1.439304,-0.2371878,-0.04968815,-0.1482197,-0.09519317,-0.01908017,0.02197524,-0.007429019,0.0161035,0.02591824,-1.156375,-0.06831583,0.05092738,1.433172,-0.2300381,-1.839175,0.06322493,-0.1700105,0.1371463,-0.08264014,0.08009891,0.1281374,0.06939998,0.5379796,-0.5538478,-4.978467,0.002526436,0.08040155,0.07339539,1.73959,-1.024527,0.202036,-1.537457,0.4492308,2.725316,0.2102418,-0.5745736,0.3806052,-0.150466,-1.341349,-0.02031695,0.3022924,-0.1144088,0.1937009,-0.03834785,0.03390018,-0.1665843,-0.01956237
0.01346033,1.443631,-0.2496658,-0.07612112,-0.1710511,-0.06896006,-0.03614822,0.009869879,-0.03113491,0.009980117,0.01564219,-1.164673,-0.09254202,0.05265554,1.47839,-0.412102,-1.828784,0.05937072,-0.1616707,0.09931297,-0.1297383,0.1366607,0.07915234,0.1142678,0.502242,-0.5540264,-4.824502,0.03653819,0.0822791,0.08215618,1.684494,-1.055636,0.2206891,-1.547472,0.4143935,2.774389,0.2729163,-0.5568807,0.1828153,-0.0833497,-1.517801,-0.01074884,0.2769907,-0.114985,0.2212625,-0.0691839,0.1063954,-0.2149351,0.04873661
0.008723225,1.447051,-0.2614186,-0.04662554,-0.1436294,-0.08273692,-0.0280528,0.04020856,-0.01448486,-0.003123929,0.002335417,-1.070105,-0.118704,0.02165988,1.435215,-0.3935887,-1.807099,0.06197068,-0.1343033,0.117531,-0.1003881,0.1098774,0.1151393,0.06209261,0.5124413,-0.6070869,-4.740472,-0.0001508703,0.08067268,0.0785883,1.689264,-1.056137,0.1795608,-1.574957,0.412719,2.790708,0.2380778,-0.5552155,0.05305706,-0.01225718,-1.543736,-0.00212399,0.296174,-0.1185622,0.1806381,-0.05198679,0.04656282,-0.1707646,0.005206959
0.002183574,1.451763,-0.272119,-0.07033693,-0.1596658,-0.07123146,-0.04286384,0.03191903,-0.03465153,-0.002584165,-0.01166602,-1.078727,-0.1409948,0.02258455,1.449923,-0.5477802,-1.795181,0.06831617,-0.1281563,0.08341598,-0.1424027,0.1622661,0.07004366,0.105294,0.4726649,-0.603748,-4.56476,0.0239393,0.08685257,0.08499766,1.633671,-1.076331,0.1907149,-1.579795,0.3759094,2.817388,0.285476,-0.5417265,-0.1202298,0.06163002,-1.705055,0.005498314,0.2801932,-0.1238474,0.2050563,-0.07988334,0.1065377,-0.2133792,0.07849748
-0.00302924,1.455888,-0.2818999,-0.04363769,-0.126947,-0.09552734,-0.03766252,0.05882543,-0.02040958,-0.01064135,-0.02838095,-0.9885466,-0.1727913,-0.008846151,1.409134,-0.5119774,-1.776164,0.0773738,-0.1048657,0.0988204,-0.1128452,0.1332324,0.1019312,0.05683615,0.4887343,-0.6502986,-4.469615,-0.01671066,0.08431578,0.08136321,1.633913,-1.073317,0.1420938,-1.600241,0.3754331,2.822434,0.2468611,-0.5445684,-0.2301248,0.1354201,-1.724448,0.01284679,0.2989803,-0.1294116,0.1698076,-0.06343341,0.04994323,-0.1703132,0.02958559
-0.01059292,1.46128,-0.2904107,-0.06870107,-0.1449938,-0.09786902,-0.05816826,0.04708955,-0.03921699,-0.009559225,-0.04764199,-0.9995628,-0.2036086,-0.0004702669,1.310478,-0.6721146,-1.771147,0.08890899,-0.1081509,0.06358958,-0.1518671,0.1953309,0.05525674,0.09513769,0.4424912,-0.6381919,-4.273587,-0.003054149,0.09731193,0.09617329,1.579367,-1.087061,0.1537242,-1.586082,0.3404276,2.833003,0.2916817,-0.5132319,-0.3767157,0.2032708,-1.866292,0.01984229,0.288527,-0.1384124,0.1956623,-0.09502165,0.109953,-0.2087862,0.106864
-0.0164316,1.465776,-0.2981285,-0.052513,-0.1202024,-0.1273151,-0.04769168,0.07438491,-0.02654269,-0.007726109,-0.06763988,-0.9447593,-0.2464693,-0.02260359,1.191048,-0.6256391,-1.746822,0.1045187,-0.08912835,0.07198743,-0.1237555,0.1736632,0.08168063,0.04866101,0.4616714,-0.6719981,-4.103417,-0.05952762,0.09771717,0.0921481,1.570054,-1.068109,0.1124412,-1.586077,0.3272629,2.819675,0.2463451,-0.5128445,-0.4715303,0.271333,-1.900352,0.02447346,0.3080229,-0.1477967,0.1625964,-0.07331654,0.05279541,-0.1698235,0.05168322
-0.02498407,1.470635,-0.3042862,-0.07556955,-0.1587909,-0.1324843,-0.07289141,0.06135928,-0.04032635,0.002087222,-0.08848002,-0.9901365,-0.2784243,0.004577691,0.9394199,-0.7785411,-1.724926,0.1223342,-0.091431,0.04504526,-0.1622695,0.2579757,0.03126098,0.07841258,0.4121803,-0.6498604,-3.795669,-0.05635429,0.1120759,0.1052469,1.514816,-1.058052,0.1468866,-1.535149,0.269921,2.802027,0.2876673,-0.4734737,-0.5825979,0.341912,-2.040917,0.0285093,0.3074296,-0.1586322,0.1864808,-0.1039235,0.1132153,-0.2002429,0.1344056
-0.03074426,1.474925,-0.3092871,-0.05714216,-0.1419608,-0.1602985,-0.05728251,0.08838888,-0.03085332,0.01151927,-0.1104279,-0.9656406,-0.321244,-0.01218525,0.7699351,-0.7142645,-1.686948,0.1431036,-0.07220307,0.05974459,-0.134025,0.2355839,0.05476356,0.03681007,0.4375979,-0.6685371,-3.522043,-0.1215758,0.1107785,0.09704534,1.507399,-1.026972,0.1126103,-1.504382,0.2501051,2.76847,0.2386606,-0.4747355,-0.6625679,0.409775,-2.084412,0.03211203,0.3256979,-0.1664645,0.1561685,-0.07381087,0.05485273,-0.1670337,0.07568809
-0.03931004,1.479789,-0.3124432,-0.06550284,-0.1844758,-0.1802354,-0.08671531,0.07675491,-0.03830776,0.03195181,-0.1279534,-1.006543,-0.3406228,0.0288225,0.4877908,-0.8105893,-1.646659,0.1694842,-0.06575076,0.04848006,-0.1596323,0.3147821,0.01606178,0.06548243,0.3889708,-0.6409274,-3.166479,-0.1347579,0.1286852,0.1039328,1.460039,-0.9829795,0.1451558,-1.424425,0.1972973,2.717261,0.2688781,-0.4427788,-0.7379317,0.4970959,-2.204111,0.03498958,0.3315305,-0.1807623,0.1757724,-0.09202795,0.101949,-0.1866546,0.1627798
-0.04474881,1.485327,-0.3140725,-0.04621963,-0.1707549,-0.2083593,-0.06590231,0.1019974,-0.03246801,0.04472014,-0.1490937,-0.9893954,-0.3834449,0.01638681,0.3406152,-0.7268795,-1.600581,0.1917044,-0.04403335,0.05985881,-0.1359106,0.2905064,0.03547284,0.02775376,0.4210407,-0.6499302,-2.861247,-0.1980438,0.1232729,0.09368508,1.451211,-0.93806,0.1072281,-1.364562,0.1957728,2.668961,0.220327,-0.452491,-0.8034871,0.5738155,-2.242481,0.04158979,0.3490048,-0.183053,0.1501067,-0.06213981,0.05138905,-0.1582792,0.1028765
-0.05336073,1.491727,-0.3136349,-0.04066874,-0.2178379,-0.2345508,-0.1030625,0.08700375,-0.03747201,0.06426191,-0.1651392,-1.00411,-0.4028581,0.06625587,0.02963238,-0.7845384,-1.558173,0.2203045,-0.03617395,0.05635843,-0.1563313,0.3697445,0.008302051,0.05310115,0.3717976,-0.6194879,-2.520495,-0.2229888,0.1458694,0.1025605,1.41382,-0.8571179,0.1315906,-1.249691,0.1761319,2.5924,0.2512933,-0.4176884,-0.8505203,0.6791432,-2.331475,0.04647709,0.3548342,-0.1977429,0.1679289,-0.07602045,0.09352577,-0.1687349,0.1932657
-0.05809816,1.499551,-0.3116818,-0.01850662,-0.2088306,-0.2558281,-0.07303468,0.1125882,-0.0335007,0.0741986,-0.1872244,-0.9783245,-0.4277274,0.05831659,-0.1081086,-0.7136757,-1.520039,0.2424183,-0.02248257,0.06289688,-0.138375,0.3437809,0.0214041,0.01864068,0.4069273,-0.5884775,-2.221048,-0.3007595,0.1408238,0.09450631,1.408857,-0.7920485,0.09111987,-1.154106,0.1958406,2.520173,0.2015371,-0.4256064,-0.8824114,0.7628838,-2.389873,0.05768018,0.3696181,-0.1949414,0.1420527,-0.04542646,0.05179719,-0.1478242,0.1331565
